"Age","Year","Sex","Num_thousands","median_current","median_2019","diff_real","rate_real","norm_first","norm_last"
"45-54",2007,"Male",20682,45849,56672,-1408,-0.0242424242424242,210.543522680834,92.7179621419106
"45-54",2008,"Male",20795,45540,54207,-2465,-0.0434959062676454,201.385741353048,88.6851103512589
"45-54",2009,"Male",20719,44731,53430,-777,-0.0143339421107975,198.499089794554,87.4139031133943
"45-54",2010,"Male",20432,45448,53406,-24,-0.000449185850645705,198.409926812052,87.3746380249661
"45-54",2011,"Male",20320,45950,52345,-1061,-0.019866681646257,194.46817996062,85.6387939073671
"45-54",2012,"Male",20183,46466,51835,-510,-0.00974305091221702,192.573466582457,84.8044107782668
"45-54",2013,"Male",19980,48577,53399,1564,0.0301726632584161,198.383920942155,87.3631857075078
"45-54",2014,"Male",19879,50315,54389,990,0.0185396730275848,202.061893970353,88.9828706051732
"45-54",2015,"Male",19788,51067,55107,718,0.0132011987718105,204.729353196864,90.1575511673184
"45-54",2016,"Male",19522,51476,54841,-266,-0.00482697297983922,203.741130140803,89.7223631039053
"45-54",2017,"Male",19394,53985,56303,1462,0.026658886599442,209.172641824869,92.1142614073262
"45-54",2018,"Male",19029,56712,57740,1437,0.0255226186881694,214.511275402162,94.4652585769678
"45-54",2019,"Male",18459,61123,61123,3383,0.0585902320748182,227.07954081064,100
"55-64",1947,"Male",6147,2344,23534,NA,NA,100,44.3159777798701
"55-64",1948,"Male",6259,2412,22423,-1111,-0.0472082943825954,95.2791705617405,42.2238960549854
"55-64",1949,"Male",6307,2366,22270,-153,-0.00682335102350265,94.6290473357695,41.9357875906224
"55-64",1950,"Male",6482,2494,23185,915,0.0410866636731028,98.5170391773604,43.6587891912249
"55-64",1951,"Male",6473,2840,24468,1283,0.0553375026957084,103.968726098411,46.0747575557857
"55-64",1952,"Male",6540,3009,25458,990,0.0404610102991663,108.17540579587,47.9389887957819
"55-64",1953,"Male",6621,3271,27490,2032,0.0798177390211328,116.80972210419,51.7653704924207
"55-64",1954,"Male",6664,3195,26613,-877,-0.0319025100036377,113.083198776239,50.1139252424442
"55-64",1955,"Male",6749,3440,28781,2168,0.0814639461917108,122.295402396533,54.1964033518501
"55-64",1956,"Male",6907,3567,29387,606,0.0210555574858414,124.870400271947,55.3375388381508
"55-64",1957,"Male",6968,3681,29362,-25,-0.000850716303127233,124.764170986658,55.2904622916863
"55-64",1958,"Male",7006,3968,30803,1441,0.0490770383488863,130.887226990737,58.003954429903
"55-64",1959,"Male",7132,4190,32260,1457,0.0473005876051034,137.078269737401,60.7475755578571
"55-64",1960,"Male",7299,4289,32491,231,0.00716057036577805,138.059828333475,61.1825628471895
"55-64",1961,"Male",7418,4597,34478,1987,0.0611553968791358,146.502931928274,64.9242067601921
"55-64",1962,"Male",7594,4800,35645,1167,0.033847670978595,151.461714965582,67.1217399491573
"55-64",1963,"Male",7699,4901,35899,254,0.00712582409875158,152.541004504122,67.6000376612372
"55-64",1964,"Male",7870,4941,35706,-193,-0.00537619432296164,151.720914421688,67.2366067225308
"55-64",1965,"Male",7914,5250,37365,1659,0.0464627793648126,158.77028979349,70.3606063459185
"55-64",1966,"Male",8066,5750,39795,2430,0.065034122842232,169.095776323617,74.9364466622729
"55-64",1967,"Male",8197,6122,41086,1291,0.0324412614650082,174.58145661596,77.3674795217023
"55-64",1968,"Male",8341,6717,43378,2292,0.05578542569245,184.320557491289,81.6834573015724
"55-64",1969,"Male",8452,7279,45001,1623,0.0374152796348379,191.216962692275,84.739666698051
"55-64",1970,"Male",8572,7678,45239,238,0.00528877136063643,192.22826548823,85.1878354203936
"55-64",1971,"Male",8732,7934,44785,-454,-0.010035588761909,190.299141667375,84.3329253365973
"55-64",1972,"Male",8836,8902,48786,4001,0.0893379479736519,207.300076485085,91.8670558327841
"55-64",1973,"Male",8960,9552,49265,479,0.00981839052187103,209.33542959123,92.7690424630449
"55-64",1974,"Male",9091,9973,46760,-2505,-0.0508474576271186,198.691255205235,88.0519725072969
"55-64",1975,"Male",9219,10640,46099,-661,-0.0141360136869119,195.882552902184,86.8072686187741
"55-64",1976,"Male",9369,11523,47208,1109,0.0240569209744246,200.59488399762,88.8955842199416
"55-64",1977,"Male",9689,12243,47180,-28,-0.000593119810201661,200.475907198096,88.8428584879013
"55-64",1978,"Male",9658,13624,49133,1953,0.0413946587537092,208.774538964902,92.5204782977121
"55-64",1979,"Male",9910,15028,49502,369,0.00751022734211223,210.342483215773,93.2153281235289
"55-64",1980,"Male",10014,15914,47141,-2361,-0.0476950426245404,200.310189513045,88.7694190754166
"55-64",1981,"Male",10102,17365,47002,-139,-0.00294860100549416,199.719554686836,88.5076734770737
"55-64",1982,"Male",10096,17828,45507,-1495,-0.0318071571422493,193.367043426532,85.6924959984935
"55-64",1983,"Male",10080,18694,45763,256,0.00562550816357923,194.454831307895,86.1745598342905
"55-64",1984,"Male",10195,19527,45892,129,0.00281887114044097,195.002974419988,86.4174748140477
"55-64",1985,"Male",10131,20257,46028,136,0.00296347947354659,195.580861731962,86.6735712268148
"55-64",1986,"Male",10128,21034,46971,943,0.0204875293299731,199.587830373077,88.4492985594577
"55-64",1987,"Male",10023,21883,47242,271,0.00576951736177642,200.739355825614,88.9596083231334
"55-64",1988,"Male",9955,22647,47186,-56,-0.00118538588544092,200.501402226566,88.8541568590528
"55-64",1989,"Male",9818,24427,48763,1577,0.0334209299368457,207.202345542619,91.8237454100367
"55-64",1990,"Male",9974,24804,47189,-1574,-0.0322785718680147,200.514149740801,88.8598060446286
"55-64",1991,"Male",9845,25460,46737,-452,-0.00957850346479052,198.593524262769,88.0086620845495
"55-64",1992,"Male",9561,25615,45880,-857,-0.0183366497635706,194.951984363049,86.3948780717447
"55-64",1993,"Male",9635,25139,43920,-1960,-0.042720139494333,186.623608396363,82.7040768289238
"55-64",1994,"Male",9641,27075,46335,2415,0.0549863387978142,196.885357355316,87.2516712173995
"55-64",1995,"Male",9863,28980,48429,2094,0.0451926189705406,205.783122291153,91.1948027492703
"55-64",1996,"Male",9966,29526,48061,-368,-0.00759875281339693,204.219427211694,90.5018359853121
"55-64",1997,"Male",10361,31157,49643,1582,0.0329165019454443,210.941616384805,93.4808398455889
"55-64",1998,"Male",10678,32776,51525,1882,0.0379106822714179,218.938556981389,97.0247622634404
"55-64",1999,"Male",11113,33485,51542,17,0.000329936923823387,219.010792895385,97.0567743150363
"55-64",2000,"Male",11394,34189,50898,-644,-0.0124946645454193,216.274326506331,95.8440824781094
"55-64",2001,"Male",11982,35637,51585,687,0.0134975834020983,219.193507266083,97.1377459749553
"55-64",2002,"Male",12750,36277,51697,112,0.00217117379083067,219.669414464179,97.3486489031165
"55-64",2003,"Male",13097,38915,54225,2528,0.048900323036153,230.41131979264,102.109029281612
"55-64",2004,"Male",13600,39288,53304,-921,-0.016984785615491,226.49783292258,100.374729309858
"55-64",2005,"Male",14369,40654,53350,46,0.000862974636049827,226.693294807513,100.461350155353
"55-64",2006,"Male",14905,41477,52721,-629,-0.0117900656044986,224.020565989632,99.2769042463045
"55-64",2007,"Male",15522,42129,52073,-648,-0.0122911173915518,221.267102914932,98.0566801619433
"55-64",2008,"Male",15896,41757,49704,-2369,-0.0454938259750735,211.200815840911,93.5957066189624
"55-64",2009,"Male",16252,41296,49327,-377,-0.00758490262353131,209.598878218747,92.885792298277
"55-64",2010,"Male",17315,41242,48463,-864,-0.0175157621586555,205.927594119147,91.2588268524621
"55-64",2011,"Male",17408,41550,47333,-1130,-0.0233167571136743,201.126030424067,89.1309669522644
"55-64",2012,"Male",17515,42176,47050,-283,-0.00597891534447426,199.923514914592,88.5980604462857
"55-64",2013,"Male",17660,46157,50739,3689,0.0784059511158342,215.598708251891,95.5446756425949
"55-64",2014,"Male",18505,43280,46784,-3955,-0.0779479296005045,198.793235319113,88.0971659919028
"55-64",2015,"Male",18858,46698,50392,3608,0.0771203830369357,214.124245772074,94.8912531776669
"55-64",2016,"Male",18740,47001,50073,-319,-0.00633036989998412,212.768760091782,94.2905564447792
"55-64",2017,"Male",19007,48863,50961,888,0.017734108202025,216.54202430526,95.9627153752001
"55-64",2018,"Male",18943,50962,51885,924,0.0181315123329605,220.468258689556,97.7026645325299
"55-64",2019,"Male",19512,53105,53105,1220,0.0235135395586393,225.652247811677,100
"65+",1947,"Male",4270,956,9598,NA,NA,100,25.9960456108989
"65+",1948,"Male",4637,998,9278,-320,-0.0333402792248385,96.6659720775161,25.1293301914899
"65+",1949,"Male",4682,1016,9563,285,0.0307178271179133,99.6353406959783,25.9012486119011
"65+",1950,"Male",4911,986,9166,-397,-0.0415141691937676,95.4990623046468,24.8259797946968
"65+",1951,"Male",5003,1008,8684,-482,-0.0525856425921885,90.4771827464055,23.520489694212
"65+",1952,"Male",5599,1247,10550,1866,0.214877936434823,109.918733069389,28.5745239836407
"65+",1953,"Male",5711,1150,9665,-885,-0.0838862559241706,100.69806209627,26.1775141518377
"65+",1954,"Male",5859,1268,10562,897,0.0928091050181066,110.043759116483,28.6070258118686
"65+",1955,"Male",6083,1337,11186,624,0.0590797197500473,116.545113565326,30.2971208797162
"65+",1956,"Male",6209,1421,11707,521,0.0465760772394064,121.97332777662,31.7082419219414
"65+",1957,"Male",6341,1421,11335,-372,-0.0317758605962245,118.097520316733,30.7006852468785
"65+",1958,"Male",6515,1488,11551,216,0.0190560211733569,120.347989164409,31.2857181549796
"65+",1959,"Male",6666,1576,12134,583,0.0504718206215912,126.422171285685,32.8647653097153
"65+",1960,"Male",6719,1698,12863,729,0.0600791165320587,134.017503646593,34.8392513745565
"65+",1961,"Male",7257,1758,13185,322,0.0250330405037705,137.372369243592,35.7113837653368
"65+",1962,"Male",7400,1910,14184,999,0.0757679180887372,147.780787664097,38.4171609653043
"65+",1963,"Male",7420,1993,14599,415,0.0292583192329385,152.104605126068,39.5411825248504
"65+",1964,"Male",7489,2037,14720,121,0.00828823892047401,153.365284434257,39.8689092928144
"65+",1965,"Male",7641,2116,15060,340,0.0230978260869565,156.907689101896,40.7897944259365
"65+",1966,"Male",7729,2162,14963,-97,-0.00644090305444887,155.897061887893,40.5270713144281
"65+",1967,"Male",7795,2304,15463,500,0.033415758871884,161.106480516774,41.8813141572547
"65+",1968,"Male",7895,2652,17127,1664,0.107611718295286,178.44342571369,46.3882343381815
"65+",1969,"Male",7958,2828,17483,356,0.0207858936182636,182.152531777454,47.352455242274
"65+",1970,"Male",8074,3076,18124,641,0.0366641880684093,188.831006459679,49.0885945667777
"65+",1971,"Male",8199,3449,19468,1344,0.0741558154932686,202.833923734111,52.7287993282956
"65+",1972,"Male",8267,3746,20529,1061,0.0544996918019314,213.888310064597,55.6025026407735
"65+",1973,"Male",8463,4106,21177,648,0.031565103024989,220.639716607627,57.3576013650768
"65+",1974,"Male",8692,4638,21746,569,0.0268687727251263,226.568035007293,58.8987297202134
"65+",1975,"Male",8880,4959,21485,-261,-0.0120022073024924,223.848718483017,58.191814956258
"65+",1976,"Male",9098,5293,21685,200,0.00930882010705143,225.93248593457,58.7335120933886
"65+",1977,"Male",9145,5526,21295,-390,-0.0179847821074475,221.869139404042,57.6772026759839
"65+",1978,"Male",9501,5966,21515,220,0.0103310636299601,224.16128360075,58.2730695268275
"65+",1979,"Male",9861,6433,21190,-325,-0.0151057401812689,220.775161491978,57.3928116789903
"65+",1980,"Male",10029,7339,21740,550,0.025955639452572,226.505521983747,58.8824788060995
"65+",1981,"Male",10240,8138,22027,287,0.0132014719411224,229.495728276724,59.659814197882
"65+",1982,"Male",10443,9188,23453,1426,0.0647387297407727,244.352990206293,63.5221147856234
"65+",1983,"Male",10673,9742,23848,395,0.0168421950283546,248.468430923109,64.5919666314564
"65+",1984,"Male",10939,10450,24559,711,0.0298138208654814,255.876224213378,66.5176999539557
"65+",1985,"Male",11171,10900,24767,208,0.00846940021987866,258.043342362992,67.0810649765716
"65+",1986,"Male",11490,11544,25779,1012,0.0408608228691404,268.587205667847,69.8220524904526
"65+",1987,"Male",11730,11927,25748,-31,-0.00120252919042632,268.264221712857,69.7380894341973
"65+",1988,"Male",12019,12471,25984,236,0.00916576044741339,270.723067305689,70.3772920560115
"65+",1989,"Male",12260,13107,26165,181,0.00696582512315271,272.608876849344,70.8675279651147
"65+",1990,"Male",12450,14183,26983,818,0.0312631377794764,281.131485726193,73.083069255979
"65+",1991,"Male",12717,14357,26355,-628,-0.0232739132046103,274.588455928318,71.3821402453888
"65+",1992,"Male",12463,14597,26145,-210,-0.00796812749003984,272.400500104188,70.8133582514016
"65+",1993,"Male",12569,14983,26177,32,0.00122394339261809,272.733902896437,70.9000297933425
"65+",1994,"Male",12829,15250,26098,-79,-0.00301791649157657,271.910814753074,70.6860594241759
"65+",1995,"Male",13092,16484,27546,1448,0.0554831787876466,286.997291102313,74.6079466970017
"65+",1996,"Male",13173,16684,27157,-389,-0.0141218325709722,282.944363409044,73.5543457652826
"65+",1997,"Male",13308,17768,28310,1153,0.0424568251279596,294.957282767243,76.6772297608407
"65+",1998,"Male",13501,18166,28557,247,0.0087248322147651,297.53073556991,77.346225725197
"65+",1999,"Male",13817,19300,29707,1150,0.0402703365199426,309.512398416337,80.4609842636982
"65+",2000,"Male",13901,19411,28898,-809,-0.0272326387720066,301.083559074807,78.2698193440048
"65+",2001,"Male",13941,19688,28499,-399,-0.0138071838881583,296.92644300896,77.1891335554292
"65+",2002,"Male",14273,19436,27697,-802,-0.0281413382925717,288.570535528235,75.0169280355353
"65+",2003,"Male",14554,20363,28374,677,0.0244430804780301,295.62408835174,76.8505728447225
"65+",2004,"Male",14834,21131,28670,296,0.0104320857122718,298.708064180038,77.6522846076759
"65+",2005,"Male",14820,21784,28587,-83,-0.0028950122078828,297.843300687643,77.4274802957666
"65+",2006,"Male",15064,23500,29871,1284,0.0449155210410326,311.22108772661,80.9051759161453
"65+",2007,"Male",15317,24323,30064,193,0.00646111613270396,313.231923317358,81.4279136534763
"65+",2008,"Male",15913,25503,30357,293,0.00974587546567323,316.284642633882,82.2214999593727
"65+",2009,"Male",16406,25877,30910,553,0.0182165563132062,322.046259637424,83.7192925435389
"65+",2010,"Male",16966,25730,30235,-675,-0.0218375930119702,315.013544488435,81.891064705723
"65+",2011,"Male",17918,27707,31563,1328,0.0439226062510336,328.849760366743,85.4879336962704
"65+",2012,"Male",18798,27612,30803,-760,-0.0240788264740361,320.931444050844,83.429484575174
"65+",2013,"Male",19765,29854,32818,2015,0.065415706262377,341.925401125234,88.8870832317651
"65+",2014,"Male",19951,31169,33693,875,0.0266621975745018,351.041883725776,91.2570082067116
"65+",2015,"Male",20656,31372,33854,161,0.00477844062564924,352.719316524276,91.6930744021018
"65+",2016,"Male",21604,31618,33685,-169,-0.00499202457612099,350.958533027714,91.2353403212264
"65+",2017,"Male",22454,32654,34056,371,0.0110138043639602,354.823921650344,92.2401885106037
"65+",2018,"Male",23281,34267,34888,832,0.0244303500117454,363.492394248802,94.4936486010672
"65+",2019,"Male",24270,36921,36921,2033,0.0582721852786058,384.673890393832,100
"65-74",1987,"Male",7690,13412,28954,NA,NA,100,69.1752675840979
"65-74",1988,"Male",7837,13941,29047,93,0.00321199143468951,100.321199143469,69.3974579510703
"65-74",1989,"Male",7966,14465,28876,-171,-0.00588701070678555,99.7306071699938,68.9889143730887
"65-74",1990,"Male",8097,15968,30379,1503,0.0520501454495082,104.92159977896,72.5797974006116
"65-74",1991,"Male",8223,15335,28150,-2229,-0.0733730537542381,97.2231815983975,67.2543960244648
"65-74",1992,"Male",7841,15810,28318,168,0.00596802841918295,97.8034123091801,67.6557721712538
"65-74",1993,"Male",7843,16286,28453,135,0.00476728582527015,98.2696691303447,67.9783065749236
"65-74",1994,"Male",8010,16599,28407,-46,-0.00161670122658419,98.1107964357256,67.8684059633027
"65-74",1995,"Male",8131,18347,30660,2253,0.0793114373217869,105.892104717828,73.2511467889908
"65-74",1996,"Male",7947,18605,30284,-376,-0.0122635355512068,104.593493127029,72.3528287461774
"65-74",1997,"Male",7843,19651,31310,1026,0.0338792761854445,108.13704496788,74.8040902140673
"65-74",1998,"Male",7902,19734,31022,-288,-0.00919833918875759,107.142363749396,74.1160168195719
"65-74",1999,"Male",8080,21460,33032,2010,0.0647927277416027,114.084409753402,78.9181957186544
"65-74",2000,"Male",8062,21466,31957,-1075,-0.0325441995640591,110.371623955239,76.3498662079511
"65-74",2001,"Male",8041,21695,31404,-553,-0.0173045029258066,108.46169786558,75.0286697247707
"65-74",2002,"Male",8142,21291,30341,-1063,-0.0338491911858362,104.790357118187,72.4890099388379
"65-74",2003,"Male",8230,23161,32273,1932,0.0636762137042286,111.463010292188,77.1048356269113
"65-74",2004,"Male",8281,24213,32851,578,0.0179097078052862,113.459280237618,78.4857607033639
"65-74",2005,"Male",8318,24321,31917,-934,-0.0284314023926212,110.233473786005,76.2543004587156
"65-74",2006,"Male",8517,26273,33396,1479,0.0463389416298524,115.341576293431,79.7878440366973
"65-74",2007,"Male",8714,27786,34345,949,0.0284165768355492,118.619189058507,82.0551414373089
"65-74",2008,"Male",9191,28993,34511,166,0.00483330906973359,119.192512260828,82.4517392966361
"65-74",2009,"Male",9530,28952,34583,72,0.00208629132740286,119.441182565449,82.6237576452599
"65-74",2010,"Male",9776,29321,34455,-128,-0.00370124049388428,118.9991020239,82.3179472477064
"65-74",2011,"Male",10749,31235,35582,1127,0.0327093310114642,122.891483042067,85.0105122324159
"65-74",2012,"Male",11319,31762,35432,-150,-0.00421561463661402,122.373419907439,84.6521406727829
"65-74",2013,"Male",12263,32224,35423,-9,-0.000254007676676451,122.342336119362,84.6306383792049
"65-74",2014,"Male",12239,35056,37894,2471,0.0697569375829264,130.876562823789,90.5342125382263
"65-74",2015,"Male",12616,35995,38842,948,0.0250171531113105,134.150721834634,92.799120795107
"65-74",2016,"Male",13323,36190,38556,-286,-0.00736316358580918,133.162948124611,92.1158256880734
"65-74",2017,"Male",13973,36586,38157,-399,-0.0103485838779956,131.784900186503,91.1625573394495
"65-74",2018,"Male",14461,38427,39123,966,0.0253164556962025,135.121226773503,93.4704701834862
"65-74",2019,"Male",14825,41856,41856,2733,0.0698566060884901,144.560337086413,100
"75+",1987,"Male",4040,9698,20936,NA,NA,100,67.2124305756204
"75+",1988,"Male",4182,10228,21311,375,0.0179117309896828,101.791173098968,68.4163215512537
"75+",1989,"Male",4294,10847,21654,343,0.0160949744263526,103.429499426825,69.5174804969662
"75+",1990,"Male",4352,11681,22223,569,0.0262769003417382,106.147306075659,71.3441844039937
"75+",1991,"Male",4494,13037,23932,1709,0.0769023084192053,114.310278945357,76.8307168769463
"75+",1992,"Male",4622,12886,23081,-851,-0.035559084071536,110.245510126099,74.0986869562426
"75+",1993,"Male",4726,13422,23450,369,0.0159871755989775,112.008024455483,75.2833156762657
"75+",1994,"Male",4819,13659,23376,-74,-0.00315565031982942,111.654566297287,75.0457478570741
"75+",1995,"Male",4960,14160,23663,287,0.0122775496235455,113.025410775697,75.9671257504254
"75+",1996,"Male",5227,14494,23593,-70,-0.00295820479229176,112.69105846389,75.7423994349738
"75+",1997,"Male",5465,15407,24548,955,0.0404781079133641,117.252579289263,78.8083084529198
"75+",1998,"Male",5599,16479,25905,1357,0.0552794525012221,123.734237676729,83.1647885967447
"75+",1999,"Male",5738,16977,26132,227,0.00876278710673615,124.818494459305,83.8935439339947
"75+",2000,"Male",5838,17194,25597,-535,-0.0204729833154753,122.263087504776,82.1759928087579
"75+",2001,"Male",5900,17521,25362,-235,-0.0091807633707075,121.140619029423,81.4215544640277
"75+",2002,"Male",6131,17508,24950,-412,-0.0162447756486082,119.172716851357,80.0988795787987
"75+",2003,"Male",6324,17780,24775,-175,-0.00701402805611222,118.336836071838,79.5370637901698
"75+",2004,"Male",6553,18726,25407,632,0.0255095862764884,121.355559801299,81.5660213811037
"75+",2005,"Male",6502,19442,25514,107,0.00421143779273429,121.866641192205,81.9095316061511
"75+",2006,"Male",6547,20639,26234,720,0.028219800893627,125.305693542224,84.2210022793669
"75+",2007,"Male",6604,20799,25709,-525,-0.0200121979111077,122.798051203668,82.5355549134804
"75+",2008,"Male",6722,21911,26081,372,0.0144696409817574,124.574894917845,83.7298147613085
"75+",2009,"Male",6876,22762,27189,1108,0.0424830336260113,129.867214367596,87.2869112973129
"75+",2010,"Male",7190,21997,25849,-1340,-0.0492846371694435,123.466755827283,82.9850075443834
"75+",2011,"Male",7169,23622,26910,1061,0.0410460752833765,128.534581581964,86.3912164114418
"75+",2012,"Male",7479,23570,26294,-616,-0.0228911185432925,125.592281238059,84.4136248354682
"75+",2013,"Male",7503,25753,28310,2016,0.0766714839887427,135.221627818112,90.8857427204726
"75+",2014,"Male",7712,26103,28216,-94,-0.00332038149063935,134.772640427971,90.5839673825805
"75+",2015,"Male",8040,26166,28236,20,0.000708817692089595,134.868169659916,90.6481749012809
"75+",2016,"Male",8282,26382,28106,-130,-0.00460405156537753,134.247229652274,90.2308260297281
"75+",2017,"Male",8481,28331,29547,1441,0.0512701914182025,141.130110813909,94.8569777520948
"75+",2018,"Male",8821,29891,30433,886,0.0299861238027549,145.362055789071,97.7013708305243
"75+",2019,"Male",9445,31149,31149,716,0.0235270923011205,148.782002292702,100
"15+",1947,"Female",21479,1017,10211,NA,NA,100,34.7230251300711
"15+",1948,"Female",22725,1009,9380,-831,-0.0813828224463814,91.8617177553619,31.8971673411093
"15+",1949,"Female",23510,960,9036,-344,-0.0366737739872068,88.4928018803251,30.7273778352093
"15+",1950,"Female",24651,953,8859,-177,-0.0195883134130146,86.7593771422975,30.1254803278131
"15+",1951,"Female",25179,1045,9003,144,0.0162546562817474,88.1696209969641,30.6151596558643
